用户ID,用户昵称,用户头像地址,评论时间,点赞总数,评论内容
16520866,chichi711,http://p2.music.126.net/2xP0FNiagGu6m5dwpsn-Sw==/3227066628332719.jpg,1418053454993,965,唯愿会及时拥抱入眠 留住这世上最暖一面 茫茫人海取暖渡过 最冷一天[流泪]
50005508,乔本木,http://p2.music.126.net/BiNS_7dAcfaS8rWlxAIO8g==/3408486050727290.jpg,1446203815453,932,一定要去看MV，一定要去看MV，一定要去看MV，重要的事情说三遍，说不出的美感以及令人心疼，张国荣穿着白色单衣，握着冒着热气的杯子，坐在木屋前的台阶上
71432363,惟空调与WiFi不可辜负,http://p2.music.126.net/2aac0FkZpbvKgZpDSOojMw==/109951163240355021.jpg,1446254070655,686,为什么张国荣的歌总给我一种他本人的声音要比伴奏小的感觉，沉默是金也是这样，要周遭特别安静才能好好听他的歌[汗][汗][汗]
17367820,WHERE_IS_MY_MIND,http://p2.music.126.net/j8OF_asGRMZorXHtEQvzwA==/5954954976379531.jpg,1414361947524,494,为毛我觉得很温暖[大哭]
83961614,怪人大迟_Swag,http://p2.music.126.net/O4w-DX2HSKw-eOHXimDCBA==/109951163385167662.jpg,1446296263249,327,☺️☺️🌚
38536374,-风早,http://p2.music.126.net/59ZIHViX8wyD7Rp4o9zWjA==/7806532557447164.jpg,1439477177735,16389,我不是哥哥的粉 但是记得高三的时候 学习不进去 就用自己的小诺基亚百度各种明星 一般的明星都是十几页的介绍 可是哥哥却有整整63页 这个数字过了一年多我还是记得很清楚！！当时一页一页的看完了他的生平 他的荣誉 他的经历 朋友对他们的介绍 总之将永远对哥哥怀着敬畏之情~
113649960,李志-我爱南京,http://p2.music.126.net/6yiN1_el_XyTGHXVGDJYMA==/109951162834155628.jpg,1478570393143,12860,昨天去理发的时候，我拿出哥哥的照片说照这个理，结果理发小哥跟我说，不用拿照片，直接说理成哥哥那样我就知道了。[呆]很满意的一次理发
16362190,何处re尘埃,http://p2.music.126.net/ayGh6RFs0YKyR_Z8XZHyvw==/18935789253979162.jpg,1447907280582,6738,土豪，用流量翻几百页看明星。
361913960,嘿我的短发女孩,http://p2.music.126.net/FiLBmX2ZzRWgJ80zhSwcIA==/109951163186774477.jpg,1494124774022,5877,我见过哥哥一次，不知道这够不够我吹一辈子。
530690,乐道-梁向宁,http://p2.music.126.net/6KBVByOKwBjKWHC-C9wGbw==/2771868813643346.jpg,1367333575531,5212,今天出游时跟朋友谈起这首歌，很多人都把这歌名忘了，一听马上醒悟过来是《大约在冬季》粤语版。这首歌在哥哥的很多怀念或精选专辑里都找不到，实际上这首歌在发行当时是很红的一首歌，哥哥唱得很有味道！[亲亲]
7239968,Laughing-0759,http://p2.music.126.net/zhGQ5Odu2Bm_xA9Bj2BG8g==/19221662277024504.jpg,1441433664462,3040,听第一句以为是李克勤，越听越不对劲…… ……震音越来越熟悉……越来越强烈……原来是哥哥张国荣[流泪][流泪][流泪]
47497553,盗生1993,http://p2.music.126.net/LJZrnULm--hmd-aqPW1syA==/109951163235178577.jpg,1459497448873,2389,他日我们相见，你若不嫌弃，让我为你写一段歌词。不会差的，只是辛苦你要用普通话唱。你说你一生没做坏事，为何这样。我想我可以试着告诉你为何。因为，你一生没做坏事，所以，就是这样。 ——韩寒
49345232,继续至尊,http://p2.music.126.net/ChmgIDimugIs8FMzAo1BOQ==/18756568859877838.jpg,1431947531211,2137,想起祖贤了要是他和哥哥在一起就好了，不只是在电影里
130103050,姓张的唱歌都好听,http://p2.music.126.net/0wSpr_gLnVN4lExPrYZ41Q==/109951163427171754.jpg,1484058103328,1931,微博上看到的 一个司机眉眼极似哥哥 然后网易云就播到了这歌 恍惚间 便相信了轮回 相信了你还没远离 风继续吹 不忍远离 尽变心底痴痴的怀念 朝夕在怀念 哥哥 很想你 总相信日后 始终会会面[流泪]
53685226,帐号已注销,http://p2.music.126.net/VnZiScyynLG7atLIZ2YPkw==/18686200114669622.jpg,1423985192512,1197,好好听，跟国语不一样的感觉
290391629,鸩阿丶,http://p2.music.126.net/LDDXUS1dCbg8nX9kMTUD7A==/109951163541888189.jpg,1493356961561,952,我小的时候大家叫我Bobby  长大了后呢 我想取个稍微sexy 少年点的英文名   所以就叫Leslie啦 ！
302654848,香烟绅士,http://p2.music.126.net/oBFgdqJKKjHQpqH3Pc98sQ==/109951163588544374.jpg,1498353597702,872,所有爱Leslie的朋友，如果今后有人以跳楼为话题侮辱，请记住下面这段话：抑郁症可以侵袭任何人，张国荣也没有幸免的特权。他积极地勇于面对病症，却仍不幸未能根治，更在病发之时跳楼身亡。若病人因病逝世也要被批评，未免太荒谬了吧？谁都有不喜欢张国荣的权利，请不要用他的逝世方式来污蔑他。
37720317,tamlok,http://p2.music.126.net/eSKOnU7ObTSmjIPlx5uHVw==/6661940953953670.jpg,1423895113371,779,网易云有歌词显示的[大笑]
18972232,未放手,http://p2.music.126.net/j8GKyUXyhq2EUMdGelNdSA==/3374401186545276.jpg,1418570126927,698,被第一句人声深深吸引了
30468222,butifi,http://p2.music.126.net/M76FBQh9peSzNMoKW7Iq4A==/109951163064559539.jpg,1488035980843,457,今天起的每晚 你要珍惜歲月 不必感嘆 情緣或會某日再返
46745630,白塔非塔,http://p2.music.126.net/_MoYejqaIkaHELeZxU1F-w==/3223768094808278.jpg,1426898806763,17591,用心用情，至纯至真，一个歌手最感人的地方永远不是他的唱功或者名气，而在于高洁的品性，无畏与无惧，独一无二，与众不同，努力做自己。哥哥的歌声，在我们心中是不灭的魅影，正如那句，有的人离开了，但一直活在千千万万人心中。斯人已逝，风范长存。
2500210,Oopsxiaoxiong,http://p2.music.126.net/XM1BpqA_nR746MO0EdxCww==/3383197280418827.jpg,1431791389878,13612,这个万人大合唱版本是上海某次演唱会歌迷们对哥哥唱的，哥哥很感动于是把它收录在了专辑里，算是对歌迷的感谢与爱，是唱给歌迷听。97年跨越演唱会的版本是唱给挚爱和亲人。
105930151,薄慕荣,http://p2.music.126.net/CmxMNJgMmH-1WpMBem7mng==/18502581673945232.jpg,1448379256426,11451,没有撕心裂肺的嘶吼，没有稀奇古怪的改编，没有群魔乱舞的动作，就一身黑色西服，一个麦克风，便是拂不去的深情款款。
9694294,亚得里亚海的岛,http://p2.music.126.net/TmBhR7QA5TOxi8H5-lRKQQ==/3396391421998685.jpg,1427867010670,8018,对于哥哥去世最初的印象是在小学，那天放学回家看电视，新闻里说香港一个叫张国荣的明星跳楼了，大概过了好几年我才知道，那个人是张国荣。十二年，天堂可还好。
5597030,弄个好记的,http://p2.music.126.net/RB8VXP6alpo7FXFZkUAdkw==/5846103324917425.jpg,1430433588481,7889,他又何曾输过 学友都是后辈了 
79837085,张国荣的免费小水军,http://p2.music.126.net/psY8Xbj0m-o9mvaeHjjb0g==/7958265162985564.jpg,1436687736262,6151,以前对这首歌的印象就是，俗，酸。知道听了哥哥的版本，才知道什么是用情至深，真正的很感动。
135069401,看什么看没看过王祖贤啊,http://p2.music.126.net/nJ6y4WESZ3Z8idsfeFeZrA==/18543263604302746.jpg,1457780669385,5782,他是放荡的阿飞，是柔弱倔强的程蝶衣，是堕落颓废的何宝荣；也是个浅吟低唱的歌者，是舞台上风华绝代的表演者；出身富贵却待人和善，才华横溢却特立独行，善良真诚却坚守原则。他不仅是个明星，更是个文化符号，不管你如何看待他，他永远闪闪发光，他不是浅薄人口中的“异类”，而是真正的大艺术家。
65256827,明年今日唱十年2003,http://p2.music.126.net/fCshcUwJuVJ_kuKxATUvBA==/18642219649144960.jpg,1459431280391,5081,五六丙申年 金秋九月中 出生香江畔 本名张发宗 父营洋服店 明星往来长 家中小十仔 衣食皆无忧 幼学赴英伦 孑孑少年郎 利兹读纺织 时装设计梦 家尊罹病患 肄业返桑梓 投身娱乐圈 奈何无伯乐 首秀三级片 红楼春上春 难堪悔太迟 多少辛酸泪 华侨新人奖 一曲美国派 弱冠入丽的 影视歌三栖 
61381552,静静静心yu,http://p2.music.126.net/GLH-zOIN-XtoOHHrSTDqcw==/7831821325313293.jpg,1429107360596,3490,唱的很好，唐唐如果听到这首歌现在会伤心吗
99241987,年华无效信,http://p2.music.126.net/gHkZAbNJSnZo6T92YsFtoQ==/1389782705543331.jpg,1452587155821,3310,听过张国荣版的后，其他版本的都成了将就
44433008,戴头套的蜂蜜,http://p2.music.126.net/wjKxIqKEBHygaxuLQWQABQ==/3287539767301217.jpg,1432179467068,2999,前两天看春光乍泄，哭得没看完。哥哥这个让人死命抓住也抓不住的人
254075056,旧城一段往事,http://p2.music.126.net/sDiOuQK2l36pmXywVWvrVA==/109951163245483173.jpg,1459624014731,2687,这首歌也要送给另一位我觉得在我生命里面好重要的好朋友，在我最失意的时候，境遇最差的时候，他可以借给我所有的薪金，好几个月的薪金帮助我度过难关 他就是我的好朋友唐先生
123563450,LindaLeslie,http://p2.music.126.net/bCs6YQajlD2i7XpVLJxOQw==/109951162816198109.jpg,1459155470876,2367,别问我什么是深情，直接来听张国荣。
501417054,Ashenglll,http://p2.music.126.net/2hYT19V-xNHa_9gu-z4RFA==/109951163392020376.jpg,1522964882278,1580,这是我妈最喜欢的歌，从前小时候感觉我妈很老土怎么会喜欢听这种歌曲，现在才明白原来是自己土
40193934,骓XX,http://p2.music.126.net/NSVSOHHI2-QLpTG3XTcZhw==/109951163173368992.jpg,1428810627060,1531,最不喜是为爱而爱
205640,ceth,http://p1.music.126.net/hcKyjd1otoZmB9rsIm47BA==/2540971373286823.jpg,1426863162565,15512,如果把爱同性的感情与爱异性恋的感情，想象成有人习惯用右手，而有人天生就是左撇子，那是不是会没有那么多乱发言而讨人厌的路人甲呢？
136352613,ForeverLeslie,http://p1.music.126.net/8UtqeoMLfaftkzdBS-3nKA==/528865155938217.jpg,1457083281924,8134,在哥哥的歌下不要贬低任何人，因为哥哥年少时也是被人如此对待过的。谁也不知道现在被骂的人将来会走到什么位置，不喜欢就沉默，不必诋毁中伤。
49466944,Y-Fai,http://p1.music.126.net/QfWAIpjN1L59yg25Glp4Nw==/109951163075147174.jpg,1426836429662,6130,这季唯一真的想唱歌无欲无求的两人：基仔和洁仪姐
20181082,Abby是小仙女阿,http://p1.music.126.net/QqrRRTsdzGFU39N6Rw9TFQ==/3246857838248548.jpg,1426850060207,5364,张国荣的入骨，性感缠绵 ；陈洁仪的走心，柔情似水。        红玫瑰和白玫瑰而已，但张国荣热情演唱会的版本于我更是碰不得却舍不得的心头血🌹
114700746,南风耳,http://p1.music.126.net/lC7ZL8goLUV3Eqb_D_bZiA==/109951163568200839.jpg,1459563419498,4423,我喜欢别人叫我Leslie或张国荣，我喜欢大家叫我哥哥，因为很有亲人的感觉。——张国荣
16509947,她不漂亮却很美,http://p1.music.126.net/VC_Cqhb5URjd7LNmHduvDQ==/109951163445296664.jpg,1446570570364,3602,之前不常听张国荣，是因为他的狂热粉丝而反感，他的粉丝整天叫嚣什么张国荣之后再无真歌者，谁谁谁没资格和张国荣相提并论，然而其实只有一少部分人用张国荣伪装情怀，现在我知道是我太过无知且缺少品味。这个世界每天离开我们的人那么多，时隔多年依然被人感念并处处维护的伟人却不多，张国荣当的起。
20349053,infini2046,http://p1.music.126.net/FfbQzHcvZknxw_NEFLvm4A==/2943392629810888.jpg,1426869672053,2862,Monica 明星，我，左右手，当爱已成往事…这个舞台有太多哥哥的歌曲，宠爱Leslie[爱心]
249684293,黄大菊花,http://p1.music.126.net/sZjzxy9-M50aUZHih1Sicg==/109951163044758030.jpg,1458468752563,2144,广州人表示童年听的基本是梅艳芳张国荣。当年两位去世我真心的感到很悲痛。直到现在都好想有个时光机让我回去劝一下哥哥好好活着，去告诉梅姐检查身体。
121816221,晨风ci,http://p2.music.126.net/RM4vmPStWHTG0JQFBet5rA==/19217264230759837.jpg,1459486359236,2131,有人说：“人这辈子一共会死三次。第一次是你的心脏停止跳动，那么从生物的角度来说，你死了；第二次是在葬礼上，认识你的人都来祭奠，那么你在社会上的地位就死了；第三次是在最后一个记得你的人死后，那你就真的死了。”但哥哥这个人是不会随着时间的推移而使人遗忘。
325197157,ccccjajxh,http://p2.music.126.net/jME66ung86TVa5pTS-j4fA==/109951163470724016.jpg,1485325016988,1771,请不要说90 00后喜欢张国荣的都是装逼跟风
40610347,盼一曲离殇,http://p2.music.126.net/RvA-4pq7wovhaZdSkw6U0w==/19180980346834793.jpg,1459442563832,1428,诀别十三载，一岁一哭荣.🍂🍂🍂🍂🍂
267138061,我的张国荣_,http://p2.music.126.net/dDL5UgywNQGkoHnbjmBmHA==/109951163172057134.jpg,1480095735634,1422,你放心，唐生很好，他很爱你，他说了十年生死两茫茫，不思量自难忘。是啊，拥有了你后有怎会再爱上别人。你再等等唐生，如今你就要六十岁了，唐生也快五十八岁了，你们不久后会重逢，十三年都等了不是么，你们一起养的狗狗也很老了，他还陪着唐生。
357132115,被风吹哈,http://p2.music.126.net/gZSxihDIK7gqAsr_sycXvg==/109951163112030008.jpg,1510052846502,1378,有个评论很好 在哥哥的歌下面 我们不贬低任何人 不去争论不休 这是哥哥高贵 别丢了程蝶衣的风华绝代
388349314,-春夏秋冬里的你-,http://p2.music.126.net/cbuGP2b-eNHMkftvnVe81w==/109951163569296689.jpg,1491792419211,595,曾经有一个年轻人烟瘾很大 一次在走廊里张国荣拍拍肩对他说 还是少抽烟吧 对嗓子不好.年轻人感动之余真的减少了抽烟的次数.成为了现在的香港天王 在自己的演唱会上时常翻唱哥哥的歌 怀念.他叫陈奕迅.[爱心]
388349314,-春夏秋冬里的你-,http://p2.music.126.net/cbuGP2b-eNHMkftvnVe81w==/109951163569296689.jpg,1491792282172,576,.曾经有一个记者视哥哥为偶像 每天听着他的歌入睡 哥哥发现人才后便四处给他推荐音乐制作人 记者实现了自己的梦想.曾经的记者叫古巨基[爱心]
39524722,黑豹队长,http://p2.music.126.net/SLkA7TtSTZThn79PTG4RNg==/7840617418799637.jpg,1416930262024,13421,KTV 必唱、可惜没人欣赏
271682444,小蛮腰变五花膘,http://p2.music.126.net/h74CeS3Yb3MyEuYCl8-ZCw==/3413983622689813.jpg,1471126485811,13155,曾经单曲循环过很久，昨天去搜了《人间世》看，哭成[狗]。2011年，31岁的我查出乳腺癌，当时离婚不到半年时间，孩子上幼儿园大班，从万念俱灰到坚强的活着，抓到了人生的烂牌，但要笑着打到最后。
45034365,leslieaa,http://p2.music.126.net/WZO-aQIlAIrS6BWJ7Gg33Q==/3243559303456308.jpg,1420904547281,5841,曲子太好听，歌词太真诚，还有，这是张国荣唱的，别人唱的再不能入我耳，同样一首只有哥哥才能唱的是风继续吹。
58295857,请叫我吴颖篆,http://p2.music.126.net/xosL6dR0iIqQez_a205nBA==/109951163283206085.jpg,1450537746158,5297,我有一张哥哥签名的cd
49216178,_错叔,http://p2.music.126.net/Z_RHvXp8hn1ZJ4Z8SMdBZg==/2922501906913613.jpg,1424594329287,4704,哥哥不是一个明星 而是一种格调 一种态度 一种信仰 这个并不是走励志风格的人 陪我走过的都是最艰难的路 
52090863,波多尔纸巾斯基,http://p2.music.126.net/u933NJ8o5U4PDm45k-jgBQ==/1383185635586182.jpg,1459586418508,4478,我骑了一个月到了拉萨，13年5月30日，色拉寺里一棵树下，看着一个老妇人与一只黑猫，听了一下午这首歌.多希望有人分享那一刻安静的时刻
5832660,二班生,http://p2.music.126.net/CjkeFeoExE_YkoZG7ehKUA==/109951163157060756.jpg,1414454017863,3685,没甚么可给你 但求凭这阙歌，谢谢你风雨内 都不退 愿陪着我，暂别今天的你 但求凭我爱火，活在你心内 分开也像同渡过。
105035331,______少女熊酱,http://p2.music.126.net/5iJ5D2IpFwZv9IHGdwxz5A==/109951162891832409.jpg,1453129005781,3034,“哥哥在我心目中，是唯一一个风流倜傥，敢言敢爱敢恨，对爱情专一，对事业专一，对朋友尽心爱护，心地善良的一个人。”——张学友
30980592,王婷玉wtyu,http://p2.music.126.net/pxcjejq168puY15v91bS0w==/109951163339736950.jpg,1420905929842,2256,今天查了国考成绩，结果如预料，还是有遗憾的。未来一年，半年我也不晓得怎么过，一说起明天还是紧张的睡不着，要说都已经算是身经百战。不敢说是最坏的时候，因为每次觉得倒霉不会长久，谁知一日比一日倒霉[大哭]孤独也好，难挨也好，我会记得哥哥门前的花和告示。都会过去。
61313222,殷月lune,http://p2.music.126.net/ntQ8mEx8CSjFskKv3TVp5w==/109951163469224070.jpg,1471545067937,1927,昨天看了最新一期偶像来了，刘嘉玲让汪涵唱张国荣给她听，莫文蔚说了一句噢，uncle Leslie.然后画面转到KTV屏幕上Leslie的脸上，我就开始哭个不停。有些人值得被人记得一生。
38628350,RainonTin,http://p2.music.126.net/QTdjI-M8DY5EaJqpvWEI5g==/19077626253736394.jpg,1420205630645,1466,你想聽什麽歌？我唱給你聽。共衕度過。
7629556,墨_子陳,http://p2.music.126.net/XOGgFYAYTjBHm7qHJIFdmw==/109951162912877920.jpg,1419388551873,1440,当看着演唱会听这首歌，真的是哭了，尤其是歌词字字戳到泪点！！！！！
115027022,imisscoldmail,http://p2.music.126.net/IfPyVy2OcgaHh4ebwqSLnA==/18497084115896998.jpg,1471093534039,1277,看到刘嘉玲眼睛湿润 看到她和哥哥过往的合照 马上泪目[流泪]
47665041,Paranoiker,http://p2.music.126.net/p-U5sPMM2oQXoNpsWxsi5g==/3420580696870426.jpg,1471007492895,1173,他就像我的哥哥 教会我品质的生活 怎样做一个优雅的女人 我永远无法忘记 他和我共同度过的美好时光 他就像从来没有和我们分开过
249534998,Bettervvmax,http://p2.music.126.net/LLdauDQXy2sJuhM1-n3e_A==/109951162807318824.jpg,1478823571596,920,95后的荣迷在哪呢
2500210,Oopsxiaoxiong,http://p2.music.126.net/XM1BpqA_nR746MO0EdxCww==/3383197280418827.jpg,1421200758775,19213,哥哥，王家卫昨天开通微博了，一堆人在向他要你演的电影底片。哈哈，场面很是壮观那
2937746,用户2937746,http://p2.music.126.net/xm7h1QPi8C6mqXMY_r5ptQ==/18778559092719445.jpg,1419474994921,10488,既然风不再继续吹，那就等风再起时吧！
2500210,Oopsxiaoxiong,http://p2.music.126.net/XM1BpqA_nR746MO0EdxCww==/3383197280418827.jpg,1422457790517,8784,现在想来，做你的fans真的好幸福，遗憾认识你太晚，现在想想能去你演唱会听你亲自演唱这么深情的歌。该是多么幸福的事啊。人生真的有太多遗憾。愿有来生吧。一定不要错过你。
50450991,内河先生,http://p2.music.126.net/1suGq2z-Qo38fRIiMaUdVg==/109951163363664965.jpg,1438999872946,6086,那天听着一个怀念哥哥的节目，主持人告诉说：2003年4月8日，在哥哥灵车驶出殡仪馆的时候，街道两旁万名歌迷都强忍住自己的眼泪，举起双手，以鼓掌的方式送他最后一程。我告诉你们这是为什么？是因为哥哥的《风再起时》里有这样一句歌词：“但愿用热烈掌声欢送我”。
3657993,南星,http://p2.music.126.net/JWVSRSkPybcP8BOs1CkbRA==/109951163247635732.jpg,1427911311455,5823,十二年，你走时我才八岁。等我慢慢接触香港文化，看了王家卫，听了你的歌。可是你早已不在，我不曾经历过你灿烂的年华。每一年的四月一日，真的是心绞痛。
29889256,方也城,http://p2.music.126.net/aB0sahyRjPCxGKYJBQ0-vg==/109951163207827995.jpg,1427904044401,5567,你倒是再起再起再起啊！
79837085,张国荣的免费小水军,http://p2.music.126.net/psY8Xbj0m-o9mvaeHjjb0g==/7958265162985564.jpg,1436717102454,3563,所有爱Leslie的朋友，如果今后有人以跳楼为话题侮辱，请记住下面这段话：抑郁症可以侵袭任何人，张国荣也没有幸免的特权。他积极地勇于面对病症，却仍不幸未能根治，更在病发之时跳楼身亡。若病人因病逝世也要被批评，未免太荒谬了吧？谁都有不喜欢张国荣的权利，请不要用他的逝世方式来污蔑他。
53048359,fffuse,http://p2.music.126.net/Zl8QprTAGmkf-YH9HYxsTg==/1415071465132154.jpg,1440338615860,3506,看偶像来了汪涵唱这首歌  林青霞说“你唱的简直以为就是Les…哥哥唱的 ” 然后我就发现不管在任何场合听到哥哥的歌 都会特别怀念 你就是这么好 特别好 好到所有人都好想你[流泪]
259103732,九月回,http://p2.music.126.net/ovKlXrUSWkIO9dhBxc5dFA==/109951163198634918.jpg,1459528631690,2854,2016.4.1，晚上买了两张电影票，一张是给你的，坐在电影院里，前面坐的是四位中年叔叔阿姨，听着他们在聊着你聊着唐先生聊着有关于你的所有，那一刻我翻开手机看着屏幕上的你，泪如雨下，喜欢你整整五年了，还有几个月我就大学毕业了，有些人不能理解为何我一个女生如此钟情你
12857482,BygonXIV,http://p2.music.126.net/UY8E5oZB825fl1WXxzSr8A==/109951162860108950.jpg,1414338499524,2653,89演唱会上唱的泪眼婆娑，很感人
40605107,HeathWong,http://p2.music.126.net/fGZBPMDVhrwXBkfPwxt6Og==/2910407278828483.jpg,1423299715966,2624,开始了解哥哥。由于年代的缘由以前不太听他的歌，最近一些偶然的原因，开始认真听，无意间觉哥哥是名真歌者。
86182820,哥哥的歌_,http://p2.music.126.net/Z2mwg1BjJX-OETbb0Psm5w==/109951162877574796.jpg,1440583361854,2430,汪涵接受采访时说到他是张国荣歌迷，那时候班上分成张谭两派，汪涵会攻击谭派的说，你们，开演唱会跑来跑去有什么用，看看人家（张国荣），擦个汗都是帅的。
126495319,林峯你老婆掉了捡一下谢谢,http://p2.music.126.net/g9qvKkU63u_EJKz9GPUTcw==/109951163163597744.jpg,1455870370307,1986,第一次在网吧看你的演唱会，你哭了，我更是哭的稀里哗啦，男朋友看到吓的不得了游戏也不打了过来给我擦眼泪，后来我终于明白，一切都会离开我的，只有张国荣不会。
47579334,__時間,http://p2.music.126.net/F8eICwFNFXSaMtLCdCScNA==/18579547487777590.jpg,1427892309542,1821,自己晚上安安静静地一直单曲循环这首歌，白驹过隙，小时候只是听过哥哥的歌，未必听懂…现在自己快三十岁，风再起时，落泪了…
406382386,果果茄茄的,http://p2.music.126.net/na2OYnaA_ONK0QxT9sDp3g==/109951163305206987.jpg,1527209274322,396,这是一首听哭的歌，哥哥对于我，已经不是偶像能衡量的，而是信仰。 如果能早点认识你，我会不顾一切去听你的演唱会！我才20岁，可我已经有了一辈子最大的遗憾，就是没有去你的演唱会😭
33740812,leslie小满,http://p1.music.126.net/fgi2zBiu7SBlux-HI-PqOQ==/109951163467568138.jpg,1412597078617,12504,这首歌他很少唱，但却是我的最爱之一，像是把我想说的话都说尽了，又像是他想告诉我们的话。总能治愈我，又总能让我落泪的歌。
81435427,iLeslie-,http://p1.music.126.net/RpnJpHS0bEiKkZKB8vPHJQ==/109951162970357690.jpg,1442310712145,10214,今生欠你一根荧光棒，愿来生再做你的迷。。
67849566,不废柴,http://p1.music.126.net/E5SwJH2lUyZ6JoxWmPXmjw==/18799449813476806.jpg,1431618889124,6065,Leslie你唱 悄悄 这两字，我心都快化了。
5773596,reggae,http://p1.music.126.net/HiabxRY4WQEZg3roRATlUw==/3444769941432170.jpg,1431845711009,5164,在哥哥的世界里入得越深，越觉得自己爱的已经不止是他，不止是他的影、音、情、品，而是爱自己随年月沉淀深积的这份情怀。这个世界物换星移，光怪陆离，一切都来的太快也走的太急，连自己都常常丢了自己。唯有你，缠绕在旧日时光里，一直那样温柔的笑着，那样暖又极美地悠悠唱着。哥哥。哥哥。
84275005,荣妹啊,http://p1.music.126.net/oEA_2w19jew4kltJn0-X3g==/19041342370306990.jpg,1461222743949,4628,张国荣在香港杜莎夫人蜡像馆是唯一一个陈列在伟人馆的明星，与英女皇等政要一起。张国荣是第一个收入«辞海»的明星。这些不是荣迷跟风吹出来的
61421233,可惜我是野孩子,http://p1.music.126.net/hsDNPlw_XTzhr7UQ0530zg==/7951668092219828.jpg,1431429318489,4230,竟会有一曲 这样妙
119222380,锶號,http://p1.music.126.net/q2VUOUO5EGaL55nOd4lyPg==/18645518185549416.jpg,1462448150602,3341,喜欢这首歌的人都不会太差
46386127,小开花,http://p1.music.126.net/aBhCPTYm3lghrBim3txtYA==/109951163453016896.jpg,1426649899138,3217,舍友问我为什么跪着听音乐[大哭][大哭][大哭]
104358031,锦芊,http://p1.music.126.net/6fYx9QB6S2eazK8AczsmZg==/3239161258780503.jpg,1449666682596,2826,“即使我 来时没有爱 离别盛载满是情。”
50202270,蔓籽,http://p1.music.126.net/1RMC6s6dIKY9AfqwIiILYg==/2903810208960010.jpg,1422439426748,2014,你将感觉到我没有走远，仍留在听这旧调[哀伤]和身边有人一样，同是十年前那个磁带里的歌。这把嗓音从我上初中陪我到了如今工作[呲牙]这个人，这把嗓音，从没走远[哀伤]而我走得再远都会回来[呲牙]
84180716,王乎乎,http://p1.music.126.net/fJwfQkkDHQeSkqwWsWCkXg==/18914898532984904.jpg,1450921250446,1954,他们说沈珂活了 黄家驹没有死 哥哥你可不可以也回来 陪陪唐叔
48728634,不知不觉就十级了,http://p1.music.126.net/Sktqyx2EKd0y3ULYM9lPbQ==/1382086118295050.jpg,1420168400394,1691,这歌是我的最爱，但KTV就是没这首歌
72647866,李迟_,http://p1.music.126.net/D03K3WF-AiFBenaiRVR79Q==/7978056371172780.jpg,1450456832512,1669,比起遗憾你的离去 我更加庆幸你的到来 一开始听说你生前被诋毁的事 我都不太相信 后来看了春光颁奖礼 他们演小品来讽刺你 镜头还要几次特写你的表情 你微笑的样子看的我难过的快要哭出来 或许 是这个世界不配拥有这样一个美好的你 哥哥 希望你在那边过得好 我们永远记住你
336096763,闷墩儿可喜欢茶小姐了,http://p1.music.126.net/oqqyUL89K7uW5pCqg6lFFg==/109951163231378267.jpg,1511240591544,1650,我的女朋友患有重度抑郁症、重度焦虑症、双向情感障碍，她是被养父母养大。但是我只想告诉她:愿你决定，我们一起活出生命。[可爱]
30439792,antlee-,http://p1.music.126.net/djphgd-x9x_eaSzsayeeAA==/7711974557874411.jpg,1432737947779,1305,感觉脑海里他就在深情款款的唱着歌着[流泪]
7810348,千颂伊i,http://p2.music.126.net/ZJZDQe2OVvFhpOiWrncoLg==/18785156162197094.jpg,1430820564825,11658,我这个人真的无法三心二用 聊天的时候会死死地盯着窗口等待回复 看书的时候绝对不能听歌否则思维会跟着旋律跑远 听歌的时候一定要专心享受音符流淌的感觉 甚至连哭的时候都不能分心去抽纸巾 可是你知道我最大的例外是什么吗 就是你啊 为什么不管我正在做什么 心里想的总是你.
3685472,柒薄洌,http://p2.music.126.net/iG4-a4FrktMbHbFGQUQrbQ==/3296335865105273.jpg,1418722586829,8828,霸王别姬已过多年，阿飞正传已久未回味。你总在昏黄的灯火下，在颓然的烟尘中，扬起一张或孤寂或落寞的脸，忧郁的眉眼与不羁的笑。时而多情妖娆时而张狂桀骜，在荧幕中在时代里，在每个人的心底留下烟火般嚣张而绚丽的深刻记忆。如那没有脚只能飞在风中睡觉的鸟儿，终是落了地，成就了一生唯一的永恒。
98668467,也不知是谁,http://p2.music.126.net/mSIt-PdVC4jVURZoJ0DhOA==/18784056650893173.jpg,1467002883112,5170,昨天去ktv终于有幸能唱这首歌，mv里哥哥一人忘情的跳舞。我一个唱，其他人没听过这首歌，他们各自玩手机。我突然觉得这样也不错，毕竟他们不会懂我。
32574248,可怜村村长,http://p2.music.126.net/94CC1tLUCH_iRVGAMKqwMA==/528865097218381.jpg,1425632708312,3641,这首歌太醉人了  live上沉醉在solo中跳舞的Leslie是真风华绝代
19358937,陈斯昂,http://p2.music.126.net/bEtHEygD4kNl_Dngjt6iiQ==/7895592999480819.jpg,1427818497570,3402,你不曾真的离去，你始终在我心里。
255741440,小zhai,http://p2.music.126.net/Mj-2M6pVyx6u7XvS0ojVVQ==/1396379773342461.jpg,1459502415492,3284,【寻人启事】姓名：张国荣，于2003年4月1日离家，身高：1.75m.有着最优雅的微笑，有着天使般的面孔，有着天籁般的歌喉，有着美好的心灵，右腿膝盖有块胎记，离家时身着杏色西装，至今未归，若你见到他，请告诉他：我们都爱他，都在等他，说好一辈子的。
